Date,ADA_Price(USDT),ADA_Volume(USDT),ADA_Tradecount,BNB_Price(USDT),BNB_Volume(USDT),BNB_Tradecount,BTC_Price(USDT),BTC_Volume(USDT),BTC_Tradecount,DOT_Price(USDT),DOT_Volume(USDT),DOT_Tradecount,EOS_Price(USDT),EOS_Volume(USDT),EOS_Tradecount,ETC_Price(USDT),ETC_Volume(USDT),ETC_Tradecount,ETH_Volume(USDT),ETH_Tradecount,LINK_Price(USDT),LINK_Volume(USDT),LINK_Tradecount,LTC_Price(USDT),LTC_Volume(USDT),LTC_Tradecount,SOL_Price(USDT),SOL_Volume(USDT),SOL_Tradecount,TRX_Price(USDT),TRX_Volume(USDT),TRX_Tradecount,XLM_Price(USDT),XLM_Volume(USDT),XLM_Tradecount,XRP_Price(USDT),XRP_Volume(USDT),XRP_Tradecount,BTC-Dominance,AddressCount,AverageDailyTransactionFee,AvgGasPrice,BlockCountRewards,BlockDifficulty,BlockReward,BlockSize,BlockTime,DailyActiveERC20Address,DailyActiveEthAddress,EnsRegistrations,EtherPrice,GasLimit,GasUsed,MarketCap,NetworkHash,NetworkUtilization,ERC20 daily token transfer,TransactionFee, Ethereum daily transactions,Uncles,verified-contracts,USD_EURO,USD_YUAN,WGS7YR,Gold_Price,NASDAQ_Ind,OIL_PRICE,GOOGLE_TREND,TWEETS
11/17/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.67,813381,0.01,24334480804,5868,66.53,30808.59375,1476,14.61,325,15677,0,9.95,1998694,1193953855,86057433.16,4838.0854,0.1018,764,3.04E+19,40738,415,3,0.938438438,6.8674,2.06,1232,146,42.83,3.2,2645
11/18/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.67,815431,0.01,24779293462,6289,66.438,33100.78125,1514,13.67,338,16189,0,9.53,1997356,1340958763,86090533.94,5193.5489,0.1068,730,3.47E+19,43785,465,2,0.943396226,6.8873,2.06,1206.1,145.55,42.33,3.52,2802
11/19/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.67,817002,0.01,24367796634,6150,71.949,32331.09375,1375,13.92,297,15538,0,9.7,1996428,1103106990,86122865.03,5480.2832,0.0899,613,2.79E+19,39289,431,2,0.943396226,6.8873,2.15,1206.1,145.55,42.33,2.56,2282
11/20/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.67,818672,0.01,24297865025,6179,78.335,32460.15625,1473,13.87,532,16204,0,9.57,1997325,1263031869,86155325.19,5987.5706,0.1023,702,3.26E+19,42125,425,1,0.943396226,6.8873,2.15,1206.1,145.55,42.33,2.48,1957
11/21/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.67,820838,0.01,24827550548,6073,84.45,31811.5625,1537,14.12,417,15918,0,9.56,1997295,1349827967,86187136.75,6324.9229,0.1113,740,3.53E+19,42735,398,1,0.943663301,6.8918,2.15,1214.95,147.13,44.34,3.64,4974
11/22/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,822445,0.01,23329377849,5922,81.078,31177.5,1708,14.47,1551,29347,0,9.84,1997825,1568306298,86218314.25,5955.0846,0.1326,2692,3.81E+19,53585,424,2,0.941796949,6.888,2.15,1217.55,147.16,45.25,4,3026
11/23/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,824109,0.01,24571404785,5837,75.589,32625.625,1950,14.5,310,38706,0,9.78,2034874,3254628695,86250939.88,5908.0341,0.2713,439,8.22E+19,64289,916,1,0.946969697,6.9195,2.15,1213.25,148.09,45.37,3.08,2440
11/24/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,825754,0.01,27981297065,5914,68.111,32397.65625,1424,14.44,243,15831,0,9.22,3224321,2211281024,86283337.53,5287.2911,0.1196,321,5.89E+19,36861,793,8,0.946969697,6.9195,2.15,1187.25,148.09,45.22,2.96,3073
11/25/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,846275,0.01,24440853301,6111,65.987,33434.84375,1767,14.13,255,29251,0,9.39,3299571,2334154461,86316772.38,5301.8374,0.1682,342,5.98E+19,58075,831,4,0.943841435,6.9176,2.15,1187.5,149.52,44.88,2.24,2533
11/26/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,849441,0.02,24641800522,5938,69.017,32495.9375,1501,14.56,653,14433,0,9.34,3299530,2821246160,86349268.31,5364.8074,0.1498,1022,7.26E+19,40804,778,1,0.943841435,6.9176,2.18,1187.5,149.52,44.88,3.04,2231
11/27/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,852266,0.02,25256371561,5945,65.524,33711.09375,1703,14.53,265,15708,0,8.91,3299028,4447039191,86382979.41,5348.1061,0.2307,320,1.15E+20,44449,1107,1,0.943841435,6.9176,2.18,1187.5,149.52,44.88,3.84,6856
11/28/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,853978,0.02,25726139305,6042,67.65,33939.84375,1731,14.3,457,16449,0,8.67,3299394,4699460436,86416919.25,5544.287,0.2357,632,1.22E+20,48388,1039,2,0.945537065,6.9055,2.18,1189.1,148.18,43.84,3.84,4254
11/29/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.68,855743,0.02,25163119754,5988,69.01,32971.09375,1692,14.43,797,15074,0,8.18,3299547,3918288751,86449890.34,5456.127,0.1983,1571,1.02E+20,47036,843,4,0.941087898,6.8933,2.18,1187.3,147.77,43.87,3.24,3263
11/30/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.68,857601,0.01,23375317675,6061,69.284,31840,2209,14.26,401,16228,0,8.59,3293862,1448305639,86481730.34,5209.9548,0.0725,578,3.53E+19,39178,436,4,0.945358291,6.8837,2.18,1187.4,147.54,44.8,3.32,3429
12/1/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.68,859257,0.01,22785340768,6057,70.31,31748.28125,1407,14.27,395,14722,0,8.44,3292451,1179561410,86513478.63,5268.3704,0.0592,586,2.72E+19,37121,417,1,0.940379913,6.883,2.18,1168.75,145.23,49.28,2.64,3644
12/2/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.68,862502,0.01,23095222285,6075,71.265,31796.40625,1462,14.22,1038,16563,0,7.65,3291199,1219699612,86545275.03,5341.6121,0.0642,1701,2.81E+19,41642,401,1,0.937558597,6.883,2.18,1171.65,146.42,50.42,3,3164
12/3/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.68,868899,0,22832490174,6160,74.253,32116.40625,1404,14,315,16480,0,7.9,3290780,1114755125,86577391.44,5614.5189,0.0655,413,2.59E+19,41357,373,0,0.937558597,6.883,2.19,1171.65,146.42,50.42,2.68,2247
12/4/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.68,874459,0,22644586389,5983,75.672,31172.5,1403,14.4,310,16951,0,7.54,3291411,1131598024,86608563.94,5551.9253,0.0683,460,2.63E+19,39643,356,0,0.937558597,6.883,2.19,1171.65,146.42,50.42,2.84,1852
12/5/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.68,881172,0.01,23613848731,6004,73.601,31234.6875,1491,14.34,495,15889,0,6.69,3926785,1245472147,86639798.63,5409.3217,0.0642,805,3.13E+19,41613,346,2,0.932574839,6.8775,2.19,1164.9,148.89,51.25,3.84,2076
12/6/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.11,883754,0.01,23636815655,6089,71.207,31975.625,1615,14.09,520,18103,0,7.61,3997425,1416816699,86671774.25,5367.7479,0.0608,1055,3.47E+19,48200,424,5,0.933096949,6.879,2.19,1171.15,151.38,50.98,3.56,3178
12/7/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.11,885642,0.01,23374892164,6073,73.643,31710.625,1523,14.17,1773,14962,0,8.35,4001886,1404643653,86703484.88,5496.8057,0.0578,4554,3.50E+19,41757,376,2,0.929540807,6.878,2.19,1171.25,151.37,50.22,4,3804
12/8/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.11,887335,0.17,9.40E+11,6125,76.369,32094.0625,1416,14.03,435,15100,0,8.3,4006060,1238511280,86735578.94,5783.3873,0.0505,749,7.92E+20,39587,418,2,0.941176471,6.8771,2.19,1174.75,153.45,50.04,2.72,2433
12/9/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.11,889144,0.01,22949471336,6050,79.28,31660.625,1502,14.22,388,16049,0,8.52,4005990,1332538357,86767239.56,5914.8346,0.055,682,3.14E+19,41444,396,1,0.948676596,6.9042,2.19,1168.9,152.94,50.95,2.64,2236
12/10/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.11,892527,0.01,22755035263,6075,80.985,31676.40625,1428,14.16,934,14657,0,8.09,4005120,1210059849,86798915.97,6040.1544,0.0539,1920,2.90E+19,40564,369,0,0.948676596,6.9042,2.34,1168.9,152.94,50.95,2.28,2034
12/11/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.11,895206,0.01,23102362744,6098,82.938,31782.03125,1681,14.11,352,15179,0,8.2,4005638,1630402551,86830698,6204.02,0.0744,812,3.68E+19,39164,365,17,0.948676596,6.9042,2.34,1168.9,152.94,50.95,2.44,2187
12/12/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.11,896938,0.01,23597952573,5999,80.878,31339.375,1477,14.35,420,15807,0,8.45,4012790,1262373967,86862037.38,5975.0517,0.0535,712,3.12E+19,38741,384,13,0.942862531,6.9045,2.34,1154.4,151.18,53.24,2.2,1959
12/13/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.34,898535,0.01,22648901910,6070,82.224,31810,1538,14.17,724,14433,0,8.4,4008647,1328681874,86893847.38,6168.728,0.0546,1160,3.10E+19,44664,412,3,0.94029149,6.8984,2.34,1157.35,150.28,52.39,2.96,2874
12/14/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.34,901773,0.01,22618352558,6080,81.678,31850.46875,1835,14.14,1531,16376,0,8.23,4010315,1460654618,86925697.84,6132.4685,0.0753,2410,3.49E+19,47294,407,0,0.938438438,6.9025,2.34,1160.95,149.67,51.83,2.88,2608
12/15/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.34,905539,0.01,23094151934,6001,82.534,31367.8125,1582,14.33,880,17355,0,7.76,4009752,1390060373,86957065.66,6097.3583,0.0776,1641,3.44E+19,46102,382,8,0.963855422,6.941,2.34,1132.45,151.36,50.96,3.08,2306
12/16/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.34,907424,0.01,22992393242,6075,84.138,31756.40625,1506,14.15,354,16139,0,7.85,4010738,1291609871,86988822.06,6290.8766,0.0574,615,3.06E+19,43953,385,0,0.956388676,6.958,2.34,1134.85,152.49,51.29,2.6,1920
12/17/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.34,910520,0.01,23595023607,6116,84.534,31962.34375,1418,14.07,313,14798,0,7.66,4007103,1235492184,87020784.41,6370.3847,0.0618,472,3.28E+19,39442,395,0,0.956388676,6.958,2.36,1134.85,152.49,51.29,1.48,1919
12/18/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.34,912585,0.01,23992718388,6096,87.76,31892.5,1345,14.13,406,13465,0,7.89,4004408,1106211073,87052676.91,6594.1816,0.0577,557,2.77E+19,36640,396,0,0.956388676,6.958,2.36,1134.85,152.49,51.29,2.16,1898
12/19/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.34,914696,0.01,23123514564,6032,88.902,31470.46875,1616,14.27,1303,16637,0,7.61,4004278,1495809320,87084147.38,6588.4056,0.0646,2228,3.65E+19,45599,371,2,0.957487553,6.9506,2.36,1137.6,153.06,52.18,3,2955
12/20/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.6,917034,0.01,24119840003,6069,90.508,31668.90625,1536,14.19,636,16566,0,7.59,4008755,1527558481,87115816.28,6748.3212,0.0628,999,4.39E+19,44241,373,1,0.962463908,6.947,2.36,1132.75,155.03,51.99,2.52,2904
12/21/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.6,918936,0.01,23592292635,6070,90.111,31592.96875,1769,14.19,1826,15834,0,7.87,4006388,1796300581,87147409.25,6696.8063,0.0739,5382,5.47E+19,50793,351,1,0.959232614,6.939,2.36,1134.4,154.22,52.25,2.68,2514
12/22/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.6,927709,0.01,20481256826,5956,88.552,31074.0625,1762,14.42,1551,22942,0,7.64,4005071,1695203949,87178483.31,6475.333,0.0746,3739,3.88E+19,55173,362,2,0.956754688,6.9473,2.36,1130.55,153.73,51.73,1.8,2557
12/23/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.6,931859,0,21893017280,5954,82.166,31117.34375,1522,14.43,1119,17169,0,7.16,4005530,1339317925,87209600.66,6022.6423,0.0562,1924,2.97E+19,44391,379,0,0.957029381,6.9432,2.36,1131,155.17,51.74,2.52,2213
12/24/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.6,933627,0,22905581735,6006,76.928,31326.875,1361,14.33,421,15112,0,7.23,4005314,1110435549,87240927.53,5671.6635,0.0496,550,2.58E+19,37757,364,0,0.957029381,6.9432,2.31,1131,155.17,51.74,2.08,2168
12/25/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.6,934939,0,22736759512,6127,78.75,32008.4375,1317,14.07,425,13705,0,7.19,4005173,1044011922,87272935.97,5939.9539,0.0425,565,2.42E+19,36601,390,0,0.957029381,6.9432,2.31,1131,155.17,51.74,1.64,2092
12/26/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.6,936356,0,22814139095,6066,82.528,31644.6875,1294,14.18,473,13757,0,7.21,4004528,1001482192,87304580.66,6147.6001,0.0412,636,2.31E+19,34565,370,0,0.957029381,6.9432,2.31,1131,155.17,51.74,2.12,2460
12/27/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.62,938065,0.01,23152519818,5998,80.947,31226.5625,1558,14.38,1659,14343,0,7.15,4002387,1432239709,87335807.22,5943.6228,0.0597,2865,3.64E+19,42370,346,5,0.956205775,6.9491,2.31,1131,155.8,52.25,2.24,2280
12/28/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.62,940084,0.01,22822250696,6056,79.482,31571.40625,1531,14.19,974,15071,0,7.57,4003240,1356040583,87367378.63,5906.9011,0.0559,1466,3.16E+19,43386,365,0,0.96255655,6.9559,2.31,1139.75,154,53.39,1.96,2142
12/29/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.62,942696,0.01,23046273651,6082,78.498,31818.75,1678,14.12,975,15052,0,8.21,4002971,1632342826,87399197.38,5885.5378,0.067,1915,4.07E+19,46546,396,0,0.953652489,6.9535,2.31,1146.8,154.35,53.46,2.44,2424
12/30/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.62,945119,0.01,22836679784,6063,78.996,31681.5625,1623,14.17,1412,15526,0,8.16,4003148,1553149651,87430878.94,5892.7281,0.0641,2031,4.48E+19,44561,382,2,0.947687642,6.943,2.31,1159.1,153,53.3,1.92,2272
12/31/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.62,948080,0.01,22450276633,5993,81.073,31228.125,1544,14.34,467,15516,0,8.05,4005641,1267201745,87462107.06,5957.5536,0.0576,568,2.86E+19,41220,356,4,0.947687642,6.943,2.23,1159.1,153,53.3,2.96,2161
1/1/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.62,949686,0.01,22502464773,6111,79.895,31748.28125,1390,14.09,373,13792,0,8.14,4004494,1122085141,87493855.34,5962.5576,0.0471,489,2.53E+19,38730,337,2,0.947687642,6.943,2.23,1159.1,153,53.3,3.08,1791
1/2/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.62,951934,0.01,22989772352,6058,80.591,31530.78125,1458,14.21,496,15041,0,8.34,4005192,1200378294,87525386.13,5979.936,0.051,683,2.81E+19,39652,353,2,0.947687642,6.943,2.23,1159.1,153,53.3,3.16,1751
1/3/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.76,954595,0.01,23220439902,6035,80.545,31523.28125,1627,14.28,1906,14621,0,9.6,4004606,1725017707,87556909.41,5984.9265,0.0713,3083,4.02E+19,45883,385,9,0.960061444,6.9575,2.23,1148.65,154.52,53.13,3,2639
1/4/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.76,958122,0.01,23038159919,6141,87.318,32099.53125,1717,13.99,1086,17700,0,10.88,4004246,1722856381,87589008.94,6603.4409,0.0701,1769,3.95E+19,50673,393,10,0.95456281,6.9322,2.23,1165.9,156.41,52.71,3.64,3452
1/5/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.76,961441,0.01,22939235415,6091,90.096,31817.03125,1676,14.1,1572,18570,0,10.2,4004576,1531231916,87620825.97,6748.8433,0.063,2593,3.49E+19,49596,381,0,0.943574259,6.887,2.23,1173.05,155.72,53.02,3.76,2896
1/6/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.76,964753,0.01,23009819425,6009,91.837,31359.53125,1593,14.32,1141,16841,0,10.07,4005286,1346979886,87652185.5,6783.5835,0.0592,2024,3.13E+19,43804,373,0,0.946969697,6.9176,2.23,1178,155.33,53.5,4,2283
1/7/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.76,967383,0.01,22843513981,6108,93.445,31895,1570,14.09,904,16371,0,9.79,4004812,1339394826,87684080.5,7025.7055,0.0575,1865,3.02E+19,43622,388,0,0.946969697,6.9176,2.18,1178,155.33,53.5,2.76,1653
1/8/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.76,969583,0.01,22998988736,6074,94.534,31684.375,1557,14.13,993,15463,0,10.27,4005788,1452349378,87715764.88,7052.8143,0.0597,1729,3.30E+19,42727,372,0,0.946969697,6.9176,2.18,1178,155.33,53.5,2.2,1734
1/9/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.76,972005,0.01,23091635207,6082,97.382,31750.3125,1595,14.16,1072,17027,0,10.2,4006987,1557850735,87747515.19,7281.103,0.0639,1413,3.59E+19,46188,378,3,0.945537065,6.935,2.18,1176.1,155.5,52.85,3.24,1968
1/10/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.8,974323,0.01,22532703925,6030,98.722,31349.375,1686,14.27,1704,16047,0,10.55,4003798,1666781505,87778864.56,7283.0151,0.069,2845,3.87E+19,48179,344,7,0.945894816,6.918,2.18,1183.2,157.29,51.46,3.64,1847
1/11/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.8,976598,0.01,22676639926,6047,99.096,31522.96875,1591,14.24,829,16126,0,9.83,4004492,1526928420,87810387.53,7356.4905,0.0631,1175,3.46E+19,45221,367,1,0.952290258,6.9365,2.18,1187.55,157.87,50.98,3.24,1661
1/12/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.8,980228,0.01,23040753981,6056,99.976,31556.71875,1697,14.21,1281,17455,0,9.81,4007178,1613483109,87841944.25,7432.253,0.0689,2240,3.71E+19,50589,367,2,0.937558597,6.889,2.18,1206.65,156.7,52.3,3.56,1611
1/13/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.8,983851,0.01,22119879499,6106,101.356,31730.3125,1729,14.1,1394,16637,0,9.78,4007972,1614122156,87873674.56,7568.8324,0.0694,2584,3.58E+19,50833,346,2,0.941176471,6.8985,2.18,1196.35,157.12,52.64,2.16,1739
1/14/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.8,987294,0.01,22409886093,6067,102.517,31478.125,1499,14.18,782,15774,0,9.78,4005799,1276527305,87905152.69,7587.9426,0.055,1286,2.87E+19,42044,328,0,0.941176471,6.8985,2.24,1196.35,157.12,52.64,2.24,1446
1/15/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.8,989724,0.01,22419878847,6085,103.641,31702.03125,1498,14.14,760,15988,0,9.88,4005652,1333535915,87936854.72,7741.9086,0.0549,1460,3.00E+19,41748,369,4,0.941176471,6.8985,2.24,1196.35,157.12,52.64,2.36,1820
1/16/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.8,992133,0.01,22395773525,6052,104.134,31540.3125,1575,14.22,702,16692,0,9.59,4006416,1447294287,87968395.03,7735.3142,0.0597,902,3.25E+19,45375,366,5,0.941176471,6.8985,2.24,1202.75,157.12,52.17,2.96,1817
1/17/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.38,994840,0.01,22742343222,6002,103.817,31296.09375,1642,14.36,1705,17452,0,10.14,4005926,1742542655,87999691.13,7657.6882,0.0725,2893,3.94E+19,46671,371,8,0.935016363,6.852,2.24,1217.5,154.32,52.6,3.32,1821
1/18/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.38,997440,0.01,22420105832,6065,102.053,31607.96875,1583,14.18,777,16318,0,10.19,4006634,1514489339,88031299.09,7592.5237,0.0623,1171,3.40E+19,44994,363,0,0.936154278,6.836,2.24,1212.5,154.41,52.22,3.56,2604
1/19/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.38,999958,0.01,22228644380,6158,107.184,32121.09375,1552,14,1132,16188,0,10.43,4006932,1417244289,88063420.19,8114.4421,0.0576,2315,3.13E+19,43628,383,3,0.940733772,6.868,2.24,1203.35,153.21,51.45,3.32,1887
