Date,EtherPrice,ADA_Price(USDT),BNB_Price(USDT),BNB_Volume(USDT),BNB_Tradecount,BTC_Price(USDT),BTC_Tradecount,EOS_Price(USDT),EOS_Volume(USDT),EOS_Tradecount,ETC_Price(USDT),ETC_Volume(USDT),ETC_Tradecount,ETH_Volume(USDT),ETH_Tradecount,LTC_Price(USDT),LTC_Volume(USDT),LTC_Tradecount,TRX_Price(USDT),TRX_Volume(USDT),TRX_Tradecount,XLM_Price(USDT),XRP_Price(USDT),BTC-Dominance,AddressCount,AverageDailyTransactionFee,AvgGasPrice,BlockDifficulty,BlockSize,DailyActiveEthAddress,GasLimit,GasUsed,NetworkHash,ERC20 daily token transfer,TransactionFee, Ethereum daily transactions,verified-contracts,USD_EURO,USD_YUAN,Gold_Price,NASDAQ_Ind,GOOGLE_TREND,TWEETS
2016-10-25,11.38,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,82.95,765118,0.01,25467763116.0,104.669,1675,18401,1999259,1595508580,7817.4541,2498,4.32e+19,47610,5,0.918273646,6.778,1269.3,136.32,3.0,1437
2016-10-26,11.5,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,82.95,767113,0.01,24766803093.0,104.784,1550,18399,1999273,1320784021,7897.5795,1734,3.53e+19,45158,1,0.916086479,6.7706,1273.9,134.44,3.08,1657
2016-10-27,11.43,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,82.95,768983,0.01,25335805631.0,104.659,1518,18313,1999209,1288784933,7754.9282,2031,3.33e+19,44353,1,0.917094644,6.7819,1269.3,133.42,3.36,1561
2016-10-28,11.08,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,82.95,771307,0.01,26393346615.0,101.735,1472,18206,1999189,1281666893,7447.6341,3030,3.59e+19,41522,2,0.914578379,6.776,1265.9,133.05,2.6,1652
2016-10-29,10.39,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,82.95,773134,0.01,26931401011.0,85.036,1461,16901,1999048,1103589525,5933.8419,3665,3.11e+19,40011,2,0.914578379,6.776,1265.9,133.05,2.4,1608
2016-10-30,11.22,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,82.95,774956,0.01,25710654068.0,76.37,1422,15098,1999102,1149072616,5768.4023,2886,3.06e+19,39435,0,0.914578379,6.776,1265.9,133.05,2.56,1420
2016-10-31,10.91,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,82.95,776809,0.01,24958279875.0,81.664,1536,19726,1999056,1338772706,6170.1936,1013,3.34e+19,45031,4,0.912242292,6.7735,1274.2,132.88,3.08,1636
2016-11-01,10.75,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,83.2,779107,0.01,27306724366.0,73.351,1689,20015,1999027,1473547479,5264.4502,5504,4.12e+19,49025,4,0.905633037,6.763,1284.4,131.74,3.04,1685
2016-11-02,10.82,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,83.2,784101,0.01,24483859111.0,64.719,1497,20913,1998359,1195992854,4743.8178,774,2.92e+19,43519,2,0.899361453,6.7606,1295.85,129.9,3.72,1686
2016-11-03,10.86,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,83.2,786089,0.01,24961749448.0,61.515,1471,19179,1998698,1175802179,4528.1677,636,2.97e+19,42346,1,0.901388138,6.7612,1293.0,127.77,2.12,1929
2016-11-04,11.13,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,83.2,787718,0.01,23953353775.0,57.16,1262,13170,1998811,909734105,4164.5726,428,2.17e+19,32572,3,0.899199712,6.7534,1301.7,128.07,3.56,1621
2016-11-05,11.11,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,83.2,789257,0.01,24196990421.0,53.005,1358,16309,1998836,1010144475,3926.9146,465,2.46e+19,37690,0,0.899199712,6.7534,1301.7,128.07,2.36,1455
2016-11-06,10.97,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,83.2,790947,0.01,24064007293.0,51.647,1289,14776,1998560,961866815,3870.5255,396,2.33e+19,34391,3,0.899199712,6.7534,1301.7,128.07,2.8,3091
2016-11-07,10.9,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,83.2,792758,0.01,24556000429.0,58.599,1399,17921,1998737,1155660767,4601.8022,470,2.9e+19,41941,5,0.905961225,6.774,1286.8,130.77,3.72,1377
2016-11-08,10.86,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,83.43,794819,0.01,24358801328.0,67.264,1476,16645,1998842,1287625339,5126.5784,535,3.15e+19,41569,6,0.90628965,6.784,1284.0,131.67,4.0,1496
2016-11-09,10.64,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,83.43,797293,0.01,25674126403.0,68.501,1484,17126,1998969,1396745204,5000.396,559,3.5e+19,40517,4,0.913075237,6.7769,1304.55,134.11,2.88,1656
2016-11-10,10.52,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,83.43,799270,0.01,24703835063.0,62.532,1492,15688,1998946,1345345017,4596.517,478,3.54e+19,40164,2,0.918948723,6.7987,1280.9,135.13,3.12,1548
2016-11-11,10.29,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,83.43,801510,0.01,28889390493.0,60.582,1462,17430,1998527,1309985453,4470.7243,1358,4.42e+19,41070,2,0.918948723,6.7987,1255.65,138.81,2.56,2105
2016-11-12,9.96,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,83.43,803333,0.01,25243993965.0,60.465,1426,16063,1999114,1173857840,4555.873,979,3.07e+19,40882,5,0.918948723,6.7987,1255.65,138.81,2.44,1525
2016-11-13,10.13,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,83.43,805729,0.01,25168748733.0,64.651,1468,17387,1998932,1300556775,4937.128,1486,3.39e+19,43673,1,0.918948723,6.7987,1255.65,138.81,2.56,1948
2016-11-14,10.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,83.43,807584,0.01,24969184273.0,68.109,1576,15701,1998511,1454676000,5122.3997,1731,3.83e+19,43876,5,0.932574839,6.8447,1222.6,139.59,3.68,2687
2016-11-15,10.22,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,84.67,809701,0.01,24586128040.0,69.61,1577,16875,1998874,1415927265,5155.4629,1374,3.7e+19,45330,0,0.932314003,6.8556,1228.9,140.9,3.28,3038
2016-11-16,10.01,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,84.67,811573,0.01,24746018974.0,67.943,1481,15618,1998890,1307260877,5050.1138,1053,3.49e+19,41684,4,0.934666791,6.877,1225.7,143.65,3.32,2341
2016-11-17,9.95,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,84.67,813381,0.01,24334480804.0,66.53,1476,15677,1998694,1193953855,4838.0854,764,3.04e+19,40738,3,0.938438438,6.8674,1232.0,146.0,3.2,2645
2016-11-18,9.53,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,84.67,815431,0.01,24779293462.0,66.438,1514,16189,1997356,1340958763,5193.5489,730,3.47e+19,43785,2,0.943396226,6.8873,1206.1,145.55,3.52,2802
2016-11-19,9.7,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,84.67,817002,0.01,24367796634.0,71.949,1375,15538,1996428,1103106990,5480.2832,613,2.79e+19,39289,2,0.943396226,6.8873,1206.1,145.55,2.56,2282
2016-11-20,9.57,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,84.67,818672,0.01,24297865025.0,78.335,1473,16204,1997325,1263031869,5987.5706,702,3.26e+19,42125,1,0.943396226,6.8873,1206.1,145.55,2.48,1957
2016-11-21,9.56,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,84.67,820838,0.01,24827550548.0,84.45,1537,15918,1997295,1349827967,6324.9229,740,3.53e+19,42735,1,0.943663301,6.8918,1214.95,147.13,3.64,4974
2016-11-22,9.84,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,85.0,822445,0.01,23329377849.0,81.078,1708,29347,1997825,1568306298,5955.0846,2692,3.81e+19,53585,2,0.941796949,6.888,1217.55,147.16,4.0,3026
2016-11-23,9.78,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,85.0,824109,0.01,24571404785.0,75.589,1950,38706,2034874,3254628695,5908.0341,439,8.22e+19,64289,1,0.946969697,6.9195,1213.25,148.09,3.08,2440
2016-11-24,9.22,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,85.0,825754,0.01,27981297065.0,68.111,1424,15831,3224321,2211281024,5287.2911,321,5.89e+19,36861,8,0.946969697,6.9195,1187.25,148.09,2.96,3073
2016-11-25,9.39,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,85.0,846275,0.01,24440853301.0,65.987,1767,29251,3299571,2334154461,5301.8374,342,5.98e+19,58075,4,0.943841435,6.9176,1187.5,149.52,2.24,2533
2016-11-26,9.34,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,85.0,849441,0.02,24641800522.0,69.017,1501,14433,3299530,2821246160,5364.8074,1022,7.26e+19,40804,1,0.943841435,6.9176,1187.5,149.52,3.04,2231
2016-11-27,8.91,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,85.0,852266,0.02,25256371561.0,65.524,1703,15708,3299028,4447039191,5348.1061,320,1.15e+20,44449,1,0.943841435,6.9176,1187.5,149.52,3.84,6856
2016-11-28,8.67,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,85.0,853978,0.02,25726139305.0,67.65,1731,16449,3299394,4699460436,5544.287,632,1.22e+20,48388,2,0.945537065,6.9055,1189.1,148.18,3.84,4254
2016-11-29,8.18,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,86.68,855743,0.02,25163119754.0,69.01,1692,15074,3299547,3918288751,5456.127,1571,1.02e+20,47036,4,0.941087898,6.8933,1187.3,147.77,3.24,3263
2016-11-30,8.59,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,86.68,857601,0.01,23375317675.0,69.284,2209,16228,3293862,1448305639,5209.9548,578,3.53e+19,39178,4,0.945358291,6.8837,1187.4,147.54,3.32,3429
2016-12-01,8.44,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,86.68,859257,0.01,22785340768.0,70.31,1407,14722,3292451,1179561410,5268.3704,586,2.72e+19,37121,1,0.940379913,6.883,1168.75,145.23,2.64,3644
2016-12-02,7.65,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,86.68,862502,0.01,23095222285.0,71.265,1462,16563,3291199,1219699612,5341.6121,1701,2.81e+19,41642,1,0.937558597,6.883,1171.65,146.42,3.0,3164
2016-12-03,7.9,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,86.68,868899,0.0,22832490174.0,74.253,1404,16480,3290780,1114755125,5614.5189,413,2.59e+19,41357,0,0.937558597,6.883,1171.65,146.42,2.68,2247
2016-12-04,7.54,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,86.68,874459,0.0,22644586389.0,75.672,1403,16951,3291411,1131598024,5551.9253,460,2.63e+19,39643,0,0.937558597,6.883,1171.65,146.42,2.84,1852
2016-12-05,6.69,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,86.68,881172,0.01,23613848731.0,73.601,1491,15889,3926785,1245472147,5409.3217,805,3.13e+19,41613,2,0.932574839,6.8775,1164.9,148.89,3.84,2076
2016-12-06,7.61,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,86.11,883754,0.01,23636815655.0,71.207,1615,18103,3997425,1416816699,5367.7479,1055,3.47e+19,48200,5,0.933096949,6.879,1171.15,151.38,3.56,3178
2016-12-07,8.35,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,86.11,885642,0.01,23374892164.0,73.643,1523,14962,4001886,1404643653,5496.8057,4554,3.5e+19,41757,2,0.929540807,6.878,1171.25,151.37,4.0,3804
2016-12-08,8.3,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,86.11,887335,0.17,940000000000.0,76.369,1416,15100,4006060,1238511280,5783.3873,749,7.92e+20,39587,2,0.941176471,6.8771,1174.75,153.45,2.72,2433
2016-12-09,8.52,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,86.11,889144,0.01,22949471336.0,79.28,1502,16049,4005990,1332538357,5914.8346,682,3.14e+19,41444,1,0.948676596,6.9042,1168.9,152.94,2.64,2236
2016-12-10,8.09,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,86.11,892527,0.01,22755035263.0,80.985,1428,14657,4005120,1210059849,6040.1544,1920,2.9e+19,40564,0,0.948676596,6.9042,1168.9,152.94,2.28,2034
2016-12-11,8.2,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,86.11,895206,0.01,23102362744.0,82.938,1681,15179,4005638,1630402551,6204.02,812,3.68e+19,39164,17,0.948676596,6.9042,1168.9,152.94,2.44,2187
2016-12-12,8.45,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,86.11,896938,0.01,23597952573.0,80.878,1477,15807,4012790,1262373967,5975.0517,712,3.12e+19,38741,13,0.942862531,6.9045,1154.4,151.18,2.2,1959
2016-12-13,8.4,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,86.34,898535,0.01,22648901910.0,82.224,1538,14433,4008647,1328681874,6168.728,1160,3.1e+19,44664,3,0.94029149,6.8984,1157.35,150.28,2.96,2874
2016-12-14,8.23,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,86.34,901773,0.01,22618352558.0,81.678,1835,16376,4010315,1460654618,6132.4685,2410,3.49e+19,47294,0,0.938438438,6.9025,1160.95,149.67,2.88,2608
2016-12-15,7.76,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,86.34,905539,0.01,23094151934.0,82.534,1582,17355,4009752,1390060373,6097.3583,1641,3.44e+19,46102,8,0.963855422,6.941,1132.45,151.36,3.08,2306
2016-12-16,7.85,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,86.34,907424,0.01,22992393242.0,84.138,1506,16139,4010738,1291609871,6290.8766,615,3.06e+19,43953,0,0.956388676,6.958,1134.85,152.49,2.6,1920
2016-12-17,7.66,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,86.34,910520,0.01,23595023607.0,84.534,1418,14798,4007103,1235492184,6370.3847,472,3.28e+19,39442,0,0.956388676,6.958,1134.85,152.49,1.48,1919
2016-12-18,7.89,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,86.34,912585,0.01,23992718388.0,87.76,1345,13465,4004408,1106211073,6594.1816,557,2.77e+19,36640,0,0.956388676,6.958,1134.85,152.49,2.16,1898
2016-12-19,7.61,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,86.34,914696,0.01,23123514564.0,88.902,1616,16637,4004278,1495809320,6588.4056,2228,3.65e+19,45599,2,0.957487553,6.9506,1137.6,153.06,3.0,2955
2016-12-20,7.59,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,87.6,917034,0.01,24119840003.0,90.508,1536,16566,4008755,1527558481,6748.3212,999,4.39e+19,44241,1,0.962463908,6.947,1132.75,155.03,2.52,2904
2016-12-21,7.87,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,87.6,918936,0.01,23592292635.0,90.111,1769,15834,4006388,1796300581,6696.8063,5382,5.47e+19,50793,1,0.959232614,6.939,1134.4,154.22,2.68,2514
2016-12-22,7.64,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,87.6,927709,0.01,20481256826.0,88.552,1762,22942,4005071,1695203949,6475.333,3739,3.88e+19,55173,2,0.956754688,6.9473,1130.55,153.73,1.8,2557
2016-12-23,7.16,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,87.6,931859,0.0,21893017280.0,82.166,1522,17169,4005530,1339317925,6022.6423,1924,2.97e+19,44391,0,0.957029381,6.9432,1131.0,155.17,2.52,2213
2016-12-24,7.23,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,87.6,933627,0.0,22905581735.0,76.928,1361,15112,4005314,1110435549,5671.6635,550,2.58e+19,37757,0,0.957029381,6.9432,1131.0,155.17,2.08,2168
2016-12-25,7.19,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,87.6,934939,0.0,22736759512.0,78.75,1317,13705,4005173,1044011922,5939.9539,565,2.42e+19,36601,0,0.957029381,6.9432,1131.0,155.17,1.64,2092
2016-12-26,7.21,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,87.6,936356,0.0,22814139095.0,82.528,1294,13757,4004528,1001482192,6147.6001,636,2.31e+19,34565,0,0.957029381,6.9432,1131.0,155.17,2.12,2460
2016-12-27,7.15,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,87.62,938065,0.01,23152519818.0,80.947,1558,14343,4002387,1432239709,5943.6228,2865,3.64e+19,42370,5,0.956205775,6.9491,1131.0,155.8,2.24,2280
2016-12-28,7.57,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,87.62,940084,0.01,22822250696.0,79.482,1531,15071,4003240,1356040583,5906.9011,1466,3.16e+19,43386,0,0.96255655,6.9559,1139.75,154.0,1.96,2142
2016-12-29,8.21,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,87.62,942696,0.01,23046273651.0,78.498,1678,15052,4002971,1632342826,5885.5378,1915,4.07e+19,46546,0,0.953652489,6.9535,1146.8,154.35,2.44,2424
2016-12-30,8.16,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,87.62,945119,0.01,22836679784.0,78.996,1623,15526,4003148,1553149651,5892.7281,2031,4.48e+19,44561,2,0.947687642,6.943,1159.1,153.0,1.92,2272
2016-12-31,8.05,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,87.62,948080,0.01,22450276633.0,81.073,1544,15516,4005641,1267201745,5957.5536,568,2.86e+19,41220,4,0.947687642,6.943,1159.1,153.0,2.96,2161
2017-01-01,8.14,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,87.62,949686,0.01,22502464773.0,79.895,1390,13792,4004494,1122085141,5962.5576,489,2.53e+19,38730,2,0.947687642,6.943,1159.1,153.0,3.08,1791
2017-01-02,8.34,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,87.62,951934,0.01,22989772352.0,80.591,1458,15041,4005192,1200378294,5979.936,683,2.81e+19,39652,2,0.947687642,6.943,1159.1,153.0,3.16,1751
2017-01-03,9.6,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,85.76,954595,0.01,23220439902.0,80.545,1627,14621,4004606,1725017707,5984.9265,3083,4.02e+19,45883,9,0.960061444,6.9575,1148.65,154.52,3.0,2639
2017-01-04,10.88,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,85.76,958122,0.01,23038159919.0,87.318,1717,17700,4004246,1722856381,6603.4409,1769,3.95e+19,50673,10,0.95456281,6.9322,1165.9,156.41,3.64,3452
2017-01-05,10.2,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,85.76,961441,0.01,22939235415.0,90.096,1676,18570,4004576,1531231916,6748.8433,2593,3.49e+19,49596,0,0.943574259,6.887,1173.05,155.72,3.76,2896
2017-01-06,10.07,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,85.76,964753,0.01,23009819425.0,91.837,1593,16841,4005286,1346979886,6783.5835,2024,3.13e+19,43804,0,0.946969697,6.9176,1178.0,155.33,4.0,2283
2017-01-07,9.79,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,85.76,967383,0.01,22843513981.0,93.445,1570,16371,4004812,1339394826,7025.7055,1865,3.02e+19,43622,0,0.946969697,6.9176,1178.0,155.33,2.76,1653
2017-01-08,10.27,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,85.76,969583,0.01,22998988736.0,94.534,1557,15463,4005788,1452349378,7052.8143,1729,3.3e+19,42727,0,0.946969697,6.9176,1178.0,155.33,2.2,1734
2017-01-09,10.2,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,85.76,972005,0.01,23091635207.0,97.382,1595,17027,4006987,1557850735,7281.103,1413,3.59e+19,46188,3,0.945537065,6.935,1176.1,155.5,3.24,1968
2017-01-10,10.55,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,84.8,974323,0.01,22532703925.0,98.722,1686,16047,4003798,1666781505,7283.0151,2845,3.87e+19,48179,7,0.945894816,6.918,1183.2,157.29,3.64,1847
2017-01-11,9.83,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,84.8,976598,0.01,22676639926.0,99.096,1591,16126,4004492,1526928420,7356.4905,1175,3.46e+19,45221,1,0.952290258,6.9365,1187.55,157.87,3.24,1661
2017-01-12,9.81,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,84.8,980228,0.01,23040753981.0,99.976,1697,17455,4007178,1613483109,7432.253,2240,3.71e+19,50589,2,0.937558597,6.889,1206.65,156.7,3.56,1611
